FoodID,Food_Name_English,Food_Name_Local,Base_Item,Category,Cuisine,Scientific_Name,Description,Meal_Type,Serving_Size_g,Rasa,Virya,Vipaka,Guna,Digestibility,Dosha_Suitability,Allergen_Warnings
F002034,Salt,Salt,Salt,Oil,Chinese,Salta,,Breakfast,150,Salty,Heating,Sweet,Oily,Tamasic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,None
F002035,Fish,Fish (fis-loc),Fish,Vegetable,LatinAmerican,Fisha,,Dinner,150,Pungent,Cooling,Sweet,Heavy,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Gluten
F002036,Roasted Butter,Roasted Butter,Butter,Oil,SoutheastAsian,Buttera,,Lunch,100,Sour,Neutral,Sweet,Dry,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,None
F002037,Mashed Potato,Mashed Potato,Potato,Spice,LatinAmerican,Potatoa,,Recipe,50,Bitter,Neutral,Sweet,Light,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Eggs
F002038,Chickpea,Chickpea (chi-loc),Chickpea,Dairy,African,Chickpeaa,Rich in antioxidants,Snack,30,Sweet,Heating,Sour,Heavy,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Soy
F002039,Yogurt,Yogurt (yog-loc),Yogurt,Beverage,Mediterranean,Yogurta,High fibre,Lunch,100,Bitter,Cooling,Sweet,Smooth,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Gluten
F002040,Fried Ginger,Fried Ginger,Ginger,Pulses/Legume,MiddleEastern,Gingera,Rich in antioxidants,Snack,150,Sour,Heating,Pungent,Rough,Rajasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Soy
F002041,Sprouted Butter,Sprouted Butter,Butter,Oil,SoutheastAsian,Buttera,,Breakfast,100,Pungent,Heating,Pungent,Rough,Tamasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Eggs
F002042,Boiled Potato,Boiled Potato (pot-loc),Potato,Grain,MiddleEastern,Potatoa,,Dinner,50,Bitter,Cooling,Pungent,Dry,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Eggs
F002043,Fermented Sugar,Fermented Sugar,Sugar,Nuts/Seeds,Continental,Sugara,,Breakfast,30,Sweet,Neutral,Pungent,Moist,Tamasic,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Soy
F002044,Cabbage,Cabbage (cab-loc),Cabbage,Pulses/Legume,Continental,Cabbagea,Use in moderation for Pitta,Snack,30,Sour,Heating,Sweet,Dry,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Seafood
F002045,Baked Fenugreek,Baked Fenugreek (fen-loc),Fenugreek,Dairy,SoutheastAsian,Fenugreeka,,Snack,100,Sour,Neutral,Sweet,Smooth,Sattvic,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Soy
F002046,Wheat Flour,Wheat Flour,Wheat Flour,Vegetable,South Indian,Wheat Floura,,Snack,150,Astringent,Heating,Pungent,Smooth,Moderate,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Nuts
F002047,Carrot,Carrot,Carrot,Spice,Indian,Carrota,,Snack,30,Pungent,Neutral,Sweet,Light,Moderate,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Soy
F002048,Ginger,Ginger,Ginger,Oil,MiddleEastern,Gingera,May increase bile,Breakfast,50,Sweet,Heating,Pungent,Heavy,Rajasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Eggs
F002049,Jaggery,Jaggery (jag-loc),Jaggery,Oil,African,Jaggerya,,Snack,100,Astringent,Heating,Sour,Oily,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Seafood
F002050,Carrot,Carrot,Carrot,Beverage,SoutheastAsian,Carrota,,Recipe,50,Astringent,Cooling,Pungent,Heavy,Sattvic,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Seafood
F002051,Mushroom,Mushroom,Mushroom,Fruit,Continental,Mushrooma,,Breakfast,50,Salty,Cooling,Sour,Moist,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,None
F002052,Wheat Flour,Wheat Flour,Wheat Flour,Grain,MiddleEastern,Wheat Floura,Avoid in Kapha imbalance,Breakfast,100,Bitter,Neutral,Pungent,Oily,Easy,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,Seafood
F002053,Millet,Millet (mil-loc),Millet,Nuts/Seeds,LatinAmerican,Milleta,,Dinner,150,Pungent,Cooling,Sweet,Rough,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Eggs
F002054,Jaggery,Jaggery,Jaggery,Nuts/Seeds,Mediterranean,Jaggerya,,Recipe,50,Pungent,Neutral,Pungent,Oily,Easy,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Soy
F002055,Fried Chickpea,Fried Chickpea,Chickpea,Nuts/Seeds,African,Chickpeaa,,Dinner,150,Sour,Neutral,Sour,Moist,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Soy
F002056,Spinach,Spinach,Spinach,Beverage,African,Spinacha,,Breakfast,75,Pungent,Neutral,Sweet,Dry,Sattvic,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Soy
F002057,Sprouted Sweet Potato,Sprouted Sweet Potato,Sweet Potato,Meat/Seafood,South Indian,Sweet Potatoa,,Breakfast,30,Pungent,Heating,Sour,Moist,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Seafood
F002058,Millet,Millet (mil-loc),Millet,Oil,LatinAmerican,Milleta,,Dinner,100,Bitter,Heating,Sour,Dry,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,Nuts
F002059,Sprouted Lentil,Sprouted Lentil,Lentil,Fruit,Mediterranean,Lentila,,Lunch,150,Bitter,Heating,Sour,Smooth,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Eggs
F002060,Roasted Olive Oil,Roasted Olive Oil,Olive Oil,Vegetable,Chinese,Olive Oila,,Dinner,50,Bitter,Neutral,Sweet,Light,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,None
F002061,Boiled Peanut,Boiled Peanut,Peanut,Spice,LatinAmerican,Peanuta,,Snack,50,Salty,Neutral,Sweet,Light,Easy,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Soy
F002062,Mashed Broccoli,Mashed Broccoli,Broccoli,Nuts/Seeds,African,Broccolia,,Snack,50,Salty,Heating,Sweet,Moist,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Seafood
F002063,Salt,Salt,Salt,Fruit,MiddleEastern,Salta,,Recipe,150,Pungent,Heating,Sour,Heavy,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Milk
F002064,Dates,Dates,Dates,Meat/Seafood,Continental,Datesa,High fibre,Dinner,30,Salty,Neutral,Sweet,Light,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Eggs
F002065,Mashed Avocado,Mashed Avocado (avo-loc),Avocado,Oil,African,Avocadoa,,Lunch,75,Astringent,Heating,Pungent,Light,Rajasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Milk
F002066,Beetroot,Beetroot,Beetroot,Oil,Chinese,Beetroota,May increase bile,Snack,75,Bitter,Cooling,Sweet,Oily,Difficult,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,None
F002067,Mashed Goat Milk,Mashed Goat Milk,Goat Milk,Pulses/Legume,LatinAmerican,Goat Milka,,Dinner,100,Astringent,Heating,Pungent,Dry,Rajasic,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Nuts
F002068,Grilled Paneer,Grilled Paneer,Paneer,Spice,Mediterranean,Paneera,,Recipe,50,Pungent,Cooling,Sweet,Rough,Difficult,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Seafood
F002069,Millet,Millet (mil-loc),Millet,Fruit,Indian,Milleta,Heating when fried,Recipe,100,Astringent,Cooling,Sour,Oily,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Nuts
F002070,Sprouted Dates,Sprouted Dates,Dates,Nuts/Seeds,SoutheastAsian,Datesa,,Snack,50,Astringent,Cooling,Pungent,Oily,Sattvic,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Seafood
F002071,Curried Mustard,Curried Mustard,Mustard,Dairy,African,Mustarda,,Breakfast,30,Pungent,Cooling,Sweet,Rough,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Milk
F002072,Goat Milk,Goat Milk,Goat Milk,Beverage,SoutheastAsian,Goat Milka,,Lunch,75,Sweet,Neutral,Pungent,Oily,Tamasic,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,Eggs
F002073,Honey,Honey (hon-loc),Honey,Beverage,Indian,Honeya,,Snack,75,Sweet,Heating,Sour,Moist,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Seafood
F002074,Potato,Potato,Potato,Dairy,Mediterranean,Potatoa,,Dinner,100,Astringent,Heating,Pungent,Oily,Moderate,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Gluten
F002075,Fermented Turmeric,Fermented Turmeric (tur-loc),Turmeric,Oil,LatinAmerican,Turmerica,Heating when fried,Dinner,30,Pungent,Heating,Pungent,Dry,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F002076,Peanut,Peanut,Peanut,Oil,SoutheastAsian,Peanuta,,Dinner,30,Sour,Cooling,Pungent,Dry,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Gluten
F002077,Ginger,Ginger,Ginger,Beverage,African,Gingera,,Dinner,150,Astringent,Heating,Sour,Heavy,Easy,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Seafood
F002078,Baked Yogurt,Baked Yogurt,Yogurt,Fruit,African,Yogurta,May increase bile,Lunch,100,Sweet,Neutral,Pungent,Heavy,Sattvic,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,None
F002079,Fried Egg,Fried Egg,Egg,Beverage,LatinAmerican,Egga,,Breakfast,100,Astringent,Neutral,Pungent,Smooth,Difficult,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Gluten
F002080,Fish,Fish (fis-loc),Fish,Beverage,South Indian,Fisha,,Snack,50,Sweet,Cooling,Pungent,Rough,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Eggs
F002081,Sauteed Buckwheat,Sauteed Buckwheat,Buckwheat,Vegetable,African,Buckwheata,,Snack,100,Pungent,Cooling,Sour,Heavy,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Soy
F002082,Fermented Apple,Fermented Apple (app-loc),Apple,Oil,Indian,Applea,,Dinner,150,Pungent,Cooling,Sweet,Oily,Easy,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,Seafood
F002083,Steamed Almond,Steamed Almond,Almond,Oil,SoutheastAsian,Almonda,,Lunch,150,Bitter,Cooling,Sweet,Moist,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Gluten
F002084,Goat Milk,Goat Milk (goa-loc),Goat Milk,Oil,LatinAmerican,Goat Milka,,Dinner,30,Pungent,Neutral,Pungent,Dry,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Seafood
F002085,Raw Almond,Raw Almond,Almond,Fruit,Continental,Almonda,,Breakfast,75,Pungent,Neutral,Sour,Oily,Moderate,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,Gluten
F002086,Curried Chickpea,Curried Chickpea (chi-loc),Chickpea,Nuts/Seeds,Continental,Chickpeaa,Beneficial for digestion,Recipe,100,Sour,Cooling,Pungent,Moist,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Eggs
F002087,Paneer,Paneer,Paneer,Grain,Indian,Paneera,,Breakfast,30,Salty,Cooling,Pungent,Smooth,Sattvic,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Seafood
F002088,Sprouted Banana,Sprouted Banana,Banana,Grain,LatinAmerican,Bananaa,,Snack,150,Sour,Heating,Pungent,Heavy,Sattvic,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Seafood
F002089,Lentil,Lentil (len-loc),Lentil,Spice,MiddleEastern,Lentila,,Dinner,30,Sweet,Neutral,Sweet,Rough,Rajasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Milk
F002090,Turmeric,Turmeric (tur-loc),Turmeric,Grain,Continental,Turmerica,,Lunch,50,Sour,Neutral,Sweet,Light,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Nuts
F002091,Sprouted Millet,Sprouted Millet,Millet,Beverage,Indian,Milleta,,Recipe,75,Pungent,Cooling,Sour,Dry,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Nuts
F002092,Raw Goat Milk,Raw Goat Milk,Goat Milk,Spice,Indian,Goat Milka,,Dinner,100,Sweet,Heating,Sweet,Rough,Difficult,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,Nuts
F002093,Avocado,Avocado (avo-loc),Avocado,Vegetable,Continental,Avocadoa,,Snack,50,Bitter,Neutral,Sweet,Dry,Moderate,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Milk
F002094,Mashed Fish,Mashed Fish,Fish,Beverage,MiddleEastern,Fisha,,Dinner,50,Astringent,Cooling,Pungent,Rough,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Milk
F002095,Apple,Apple,Apple,Grain,Mediterranean,Applea,,Lunch,30,Bitter,Cooling,Sour,Heavy,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Nuts
F002096,Fermented Papaya,Fermented Papaya,Papaya,Fruit,Chinese,Papayaa,,Dinner,150,Salty,Heating,Sour,Smooth,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Gluten
F002097,Curried Mushroom,Curried Mushroom (mus-loc),Mushroom,Nuts/Seeds,South Indian,Mushrooma,,Breakfast,75,Sour,Cooling,Sour,Smooth,Sattvic,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,None
F002098,Grilled Pumpkin,Grilled Pumpkin (pum-loc),Pumpkin,Beverage,African,Pumpkina,,Recipe,75,Salty,Cooling,Pungent,Light,Rajasic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Eggs
F002099,Ghee,Ghee,Ghee,Vegetable,Continental,Gheea,,Recipe,150,Pungent,Heating,Sweet,Moist,Difficult,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Seafood
F002100,Fermented Honey,Fermented Honey,Honey,Oil,Continental,Honeya,Heating when fried,Snack,100,Sour,Cooling,Sour,Oily,Sattvic,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Soy
F002101,Steamed Peanut,Steamed Peanut,Peanut,Fruit,Mediterranean,Peanuta,,Snack,75,Sour,Cooling,Sweet,Dry,Easy,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Gluten
F002102,Baked Cow Milk,Baked Cow Milk,Cow Milk,Beverage,Indian,Cow Milka,,Lunch,150,Sour,Heating,Sour,Rough,Rajasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,None
F002103,Fried Papaya,Fried Papaya,Papaya,Grain,SoutheastAsian,Papayaa,,Breakfast,150,Sour,Neutral,Sweet,Smooth,Tamasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Nuts
F002104,Mashed Olive Oil,Mashed Olive Oil,Olive Oil,Beverage,MiddleEastern,Olive Oila,,Snack,150,Sweet,Heating,Pungent,Moist,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Seafood
F002105,Chicken,Chicken (chi-loc),Chicken,Oil,South Indian,Chickena,,Recipe,50,Sour,Cooling,Sour,Heavy,Sattvic,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Milk
F002106,Fried Jaggery,Fried Jaggery (jag-loc),Jaggery,Nuts/Seeds,South Indian,Jaggerya,,Lunch,75,Astringent,Heating,Sour,Rough,Tamasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Milk
F002107,Coffee,Coffee,Coffee,Grain,MiddleEastern,Coffeea,Cooling post-meal,Dinner,150,Astringent,Heating,Sour,Moist,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Seafood
F002108,Sauteed Coriander,Sauteed Coriander (cor-loc),Coriander,Grain,Chinese,Coriandera,,Lunch,150,Salty,Heating,Sweet,Light,Difficult,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Soy
F002109,Spinach,Spinach,Spinach,Nuts/Seeds,African,Spinacha,,Breakfast,50,Sour,Cooling,Sweet,Rough,Rajasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Gluten
F002110,Olive Oil,Olive Oil,Olive Oil,Oil,MiddleEastern,Olive Oila,,Dinner,75,Salty,Cooling,Pungent,Dry,Easy,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Eggs
F002111,Quinoa,Quinoa,Quinoa,Vegetable,SoutheastAsian,Quinoaa,Heating when fried,Lunch,30,Sweet,Heating,Sweet,Heavy,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Soy
F002112,Chickpea,Chickpea (chi-loc),Chickpea,Meat/Seafood,South Indian,Chickpeaa,,Recipe,100,Salty,Neutral,Sweet,Light,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Milk
F002113,Grilled Wheat Flour,Grilled Wheat Flour (whe-loc),Wheat Flour,Oil,Chinese,Wheat Floura,,Snack,75,Salty,Heating,Pungent,Moist,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Gluten
F002114,Apple,Apple (app-loc),Apple,Grain,SoutheastAsian,Applea,,Snack,30,Pungent,Neutral,Pungent,Moist,Rajasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Eggs
F002115,Boiled Salt,Boiled Salt,Salt,Vegetable,Chinese,Salta,,Breakfast,150,Sweet,Neutral,Sweet,Heavy,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Gluten
F002116,Mango,Mango,Mango,Oil,South Indian,Mangoa,High fibre,Breakfast,50,Sour,Heating,Pungent,Rough,Moderate,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Eggs
F002117,Ghee,Ghee,Ghee,Beverage,LatinAmerican,Gheea,High fibre,Recipe,150,Pungent,Cooling,Sour,Dry,Sattvic,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Eggs
F002118,Ghee,Ghee,Ghee,Fruit,African,Gheea,,Recipe,150,Sour,Cooling,Sour,Smooth,Tamasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Milk
F002119,Steamed Rice,Steamed Rice,Rice,Vegetable,MiddleEastern,Ricea,,Dinner,100,Astringent,Neutral,Sour,Rough,Rajasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Gluten
F002120,Raisins,Raisins,Raisins,Oil,MiddleEastern,Raisinsa,,Lunch,100,Astringent,Cooling,Sweet,Oily,Tamasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Nuts
F002121,Sweet Potato,Sweet Potato,Sweet Potato,Beverage,South Indian,Sweet Potatoa,,Recipe,75,Astringent,Cooling,Sweet,Rough,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Soy
F002122,Honey,Honey (hon-loc),Honey,Grain,SoutheastAsian,Honeya,High fibre,Recipe,75,Salty,Heating,Sweet,Rough,Easy,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Nuts
F002123,Steamed Wheat Flour,Steamed Wheat Flour,Wheat Flour,Beverage,African,Wheat Floura,,Dinner,100,Pungent,Heating,Pungent,Smooth,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F002124,Black Pepper,Black Pepper,Black Pepper,Nuts/Seeds,MiddleEastern,Black Peppera,,Breakfast,150,Pungent,Heating,Sweet,Dry,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Soy
F002125,Grilled Goat Milk,Grilled Goat Milk (goa-loc),Goat Milk,Meat/Seafood,African,Goat Milka,,Breakfast,30,Salty,Heating,Pungent,Heavy,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Eggs
F002126,Apple,Apple,Apple,Spice,Mediterranean,Applea,Rich in iron,Lunch,100,Sour,Neutral,Pungent,Oily,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,None
F002127,Sprouted Beetroot,Sprouted Beetroot (bee-loc),Beetroot,Spice,Mediterranean,Beetroota,,Breakfast,50,Bitter,Neutral,Sweet,Light,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Gluten
F002128,Boiled Fenugreek,Boiled Fenugreek (fen-loc),Fenugreek,Meat/Seafood,LatinAmerican,Fenugreeka,,Breakfast,50,Pungent,Neutral,Sour,Smooth,Rajasic,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Eggs
F002129,Mustard,Mustard,Mustard,Dairy,LatinAmerican,Mustarda,Rich in antioxidants,Lunch,50,Sweet,Neutral,Sweet,Light,Tamasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,None
F002130,Grilled Mustard,Grilled Mustard (mus-loc),Mustard,Beverage,Mediterranean,Mustarda,,Recipe,75,Salty,Heating,Sweet,Oily,Tamasic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Soy
F002131,Mashed Quinoa,Mashed Quinoa,Quinoa,Beverage,SoutheastAsian,Quinoaa,Use in moderation for Pitta,Dinner,30,Sweet,Neutral,Sweet,Light,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,None
F002132,Buckwheat,Buckwheat,Buckwheat,Dairy,Chinese,Buckwheata,High fibre,Breakfast,30,Sweet,Heating,Pungent,Light,Easy,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Nuts
F002133,Salt,Salt (sal-loc),Salt,Nuts/Seeds,LatinAmerican,Salta,,Breakfast,75,Pungent,Heating,Sweet,Oily,Difficult,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Gluten
F002134,Sauteed Sweet Potato,Sauteed Sweet Potato (swe-loc),Sweet Potato,Spice,Mediterranean,Sweet Potatoa,,Snack,150,Bitter,Neutral,Sweet,Moist,Moderate,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Eggs
F002135,Goat Milk,Goat Milk (goa-loc),Goat Milk,Grain,Chinese,Goat Milka,Rich in iron,Snack,50,Pungent,Cooling,Sour,Light,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Eggs
F002136,Ghee,Ghee,Ghee,Spice,South Indian,Gheea,,Lunch,30,Salty,Neutral,Pungent,Heavy,Sattvic,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Nuts
F002137,Roasted Chickpea,Roasted Chickpea,Chickpea,Vegetable,MiddleEastern,Chickpeaa,Heating when fried,Lunch,150,Sweet,Cooling,Sweet,Rough,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Milk
F002138,Mashed Pumpkin,Mashed Pumpkin (pum-loc),Pumpkin,Pulses/Legume,MiddleEastern,Pumpkina,,Snack,50,Pungent,Cooling,Pungent,Light,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Eggs
F002139,Steamed Tomato,Steamed Tomato (tom-loc),Tomato,Meat/Seafood,MiddleEastern,Tomatoa,,Dinner,150,Astringent,Cooling,Pungent,Moist,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,None
F002140,Dates,Dates,Dates,Meat/Seafood,South Indian,Datesa,,Dinner,30,Pungent,Cooling,Pungent,Oily,Tamasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Soy
F002141,Sesame,Sesame,Sesame,Nuts/Seeds,African,Sesamea,Rich in antioxidants,Breakfast,150,Sour,Heating,Pungent,Smooth,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Nuts
F002142,Sprouted Chickpea,Sprouted Chickpea,Chickpea,Meat/Seafood,Mediterranean,Chickpeaa,Heating when fried,Dinner,30,Pungent,Cooling,Sour,Oily,Moderate,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Eggs
F002143,Chickpea,Chickpea (chi-loc),Chickpea,Vegetable,South Indian,Chickpeaa,,Lunch,50,Sour,Heating,Sour,Rough,Sattvic,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Gluten
F002144,Broccoli,Broccoli (bro-loc),Broccoli,Grain,LatinAmerican,Broccolia,,Recipe,100,Sweet,Cooling,Pungent,Oily,Difficult,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Seafood
F002145,Steamed Pumpkin,Steamed Pumpkin (pum-loc),Pumpkin,Dairy,SoutheastAsian,Pumpkina,Rich in iron,Recipe,150,Pungent,Neutral,Sweet,Dry,Tamasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Seafood
F002146,Jaggery,Jaggery,Jaggery,Vegetable,LatinAmerican,Jaggerya,,Breakfast,30,Salty,Heating,Sweet,Rough,Tamasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Nuts
F002147,Mashed Tea,Mashed Tea,Tea,Fruit,South Indian,Teaa,,Snack,150,Sweet,Cooling,Sour,Moist,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,None
F002148,Roasted Beetroot,Roasted Beetroot (bee-loc),Beetroot,Spice,Continental,Beetroota,,Snack,75,Pungent,Cooling,Sweet,Heavy,Difficult,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,None
F002149,Butter,Butter,Butter,Nuts/Seeds,LatinAmerican,Buttera,,Breakfast,100,Sweet,Cooling,Sour,Rough,Sattvic,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,Nuts
F002150,Baked Turmeric,Baked Turmeric (tur-loc),Turmeric,Dairy,South Indian,Turmerica,Heating when fried,Breakfast,30,Astringent,Neutral,Sour,Rough,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Soy
F002151,Spinach,Spinach,Spinach,Vegetable,SoutheastAsian,Spinacha,,Dinner,50,Sour,Neutral,Pungent,Rough,Sattvic,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Nuts
F002152,Sauteed Cow Milk,Sauteed Cow Milk,Cow Milk,Pulses/Legume,MiddleEastern,Cow Milka,,Snack,75,Sweet,Heating,Pungent,Dry,Tamasic,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Soy
F002153,Egg,Egg,Egg,Vegetable,African,Egga,,Dinner,100,Bitter,Neutral,Sour,Heavy,Rajasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Soy
F002154,Lentil,Lentil,Lentil,Pulses/Legume,LatinAmerican,Lentila,Good for Vata,Recipe,30,Bitter,Cooling,Sour,Rough,Difficult,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F002155,Cabbage,Cabbage (cab-loc),Cabbage,Dairy,South Indian,Cabbagea,,Dinner,100,Bitter,Cooling,Sour,Light,Moderate,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,None
F002156,Ginger,Ginger,Ginger,Nuts/Seeds,Chinese,Gingera,,Recipe,75,Astringent,Neutral,Pungent,Smooth,Tamasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Milk
